"","5","10","20","30"
"MDS",0.132286502179169,0.038456900826686,0.0189973925572994,0.0174568093808134
"H1",0.00928634728834777,0.00351792122141817,0.00304530714862715,0.0030246134642273
"H2",0.0160032257436404,0.00228308682005355,0.000311962950578706,8.52292077477978e-05
