"","5","10","20","30"
"MDS",0.599544,0.637076000000002,0.751121000000003,0.746121500000001
"H1",0.806832500000001,0.847691999999999,0.880360999999999,0.870084999999996
"H2",0.879886500000003,0.916118,0.906046,0.9762045
