"","5","10","20","30"
"MDS",0.617272500000002,0.656818499999999,0.781890499999999,0.8029725
"H1",0.6976295,0.813818000000006,0.882848500000003,0.899991000000001
"H2",0.804076499999998,0.941155000000002,0.984827,0.996616
