"","5","10","20","30"
"MDS",0.074224762634274,0.0905311037834709,0.0692330011672344,0.0752217996705954
"H1",0.0180908133080908,0.013971172510555,0.0140809448413627,0.0138617135046712
"H2",0.0250160460590765,0.00966356054467995,0.00326373075057399,0.00408799639514178
