"","5","10","20","30"
"MDS",0.0955888505002437,0.0363421749057755,0.0198583573043984,0.0179705017209374
"H1",0.00883329968031893,0.00333232684391874,0.002869198830907,0.00284734946113171
"H2",0.0153971412873973,0.00232609008193894,0.0003811057505868,0.000174784476942037
