"","5","10","20","30"
"MDS",0.112812140739912,0.0966784484781276,0.0762217071657384,0.0854428341101861
"H1",0.0224215844419758,0.0171813007151512,0.017506558475817,0.0178686634215068
"H2",0.0239733906503181,0.00761053011919134,0.00263309414723694,0.00254710528126709
