"","5","10","20","30"
"MDS",0.069430002552759,0.0627718984015423,0.0566833833890548,0.0598056076795683
"H1",0.014237262428523,0.0109327659470077,0.0110548241873075,0.011161087982084
"H2",0.0173389406109827,0.00517563959087364,0.00209240502286712,0.00240946650479375
