"","5","10","20","30"
"MDS",0.174259436915831,0.0401977654397388,0.0304690614268592,0.0277649687919869
"H1",0.0184485199480599,0.00535856094102771,0.0036290338157408,0.00355188972193161
"H2",0.0283522001011769,0.00485619439141928,0.000637182369264724,0.000165797815982189
