"","5","10","20","30"
"MDS",0.6724825,0.740472000000002,0.793816000000001,0.784177499999999
"H1",0.882323000000002,0.9044975,0.897325500000003,0.905559000000006
"H2",0.948533500000001,0.9737105,0.969681,0.983472
