"","5","10","20","30"
"MDS",0.0883606747776816,0.0313134464181602,0.0206381585751214,0.017409478947633
"H1",0.0104743382182446,0.00433347021536321,0.00359035537556416,0.00354041308562129
"H2",0.0178319080205848,0.00326232673378091,0.000578255814316211,0.000216712250691204
