"","5","10","20","30"
"MDS",0.121495520323547,0.0347524724006144,0.0192158753329045,0.0163229491350918
"H1",0.00817481266592141,0.00319864857396069,0.0027051715674433,0.00268121137931009
"H2",0.0156257777147351,0.00260945141900812,0.000388823638378102,0.00010844993130108
