"","5","10","20","30"
"MDS",0.116184635095243,0.053035091946242,0.0246890249426868,0.0307452956186758
"H1",0.0108011183736354,0.00336721507552222,0.002721027381947,0.0026957768917623
"H2",0.0171428524921506,0.00245803481048301,0.000297203259915223,7.74808700479761e-05
