"","5","10","20","30"
"MDS",0.590725500000001,0.693471,0.7466275,0.708768000000002
"H1",0.7213245,0.7931145,0.8342385,0.819009000000002
"H2",0.822109,0.872315500000001,0.860956,0.8769845
