"","X5","X10","X20","X30"
"MDS",0.110453853100709,0.0866849274841297,0.0784714328753938,0.0795374394531002
"H1",0.0198422803173923,0.0159769905889469,0.0158922532075321,0.0158904739785086
"H2",0.0233524249125431,0.0082731866389679,0.00325893708437582,0.0030109555701654
