"","5","10","20","30"
"MDS",0.116730894460384,0.0715159892224236,0.0644577263992973,0.0620624583381218
"H1",0.0167624728364083,0.0147009989745395,0.0144111876704727,0.0145058912102771
"H2",0.021540934476015,0.00647364712616052,0.00292061678757714,0.00332944097657534
