"","5","10","20","30"
"MDS",0.0971293070084455,0.0606592395564334,0.0219174107151436,0.0263974068201316
"H1",0.0148767685656012,0.00416191697431254,0.00306472914351661,0.00301440738548618
"H2",0.0242052002216866,0.00379748962652104,0.000496482244531435,0.000133080403815898
