"","5","10","20","30"
"MDS",0.618788000000001,0.747213000000001,0.756485999999999,0.773968500000001
"H1",0.6858425,0.770214999999999,0.817845999999998,0.823577500000003
"H2",0.859221500000002,0.932721000000001,0.9674185,0.997657
