"","5","10","20","30"
"MDS",0.184722683153987,0.0440909970772466,0.0265867127151926,0.0252785654750819
"H1",0.0111815841536232,0.00360122184136794,0.00295845980850628,0.00293273278809606
"H2",0.0172620534375677,0.00246940261305424,0.000360049068913523,0.000149433854919072
