"","5","10","20","30"
"MDS",0.603642499999999,0.774698000000001,0.7905515,0.8130995
"H1",0.811445000000004,0.906862500000002,0.921637000000002,0.922757500000004
"H2",0.932672000000001,0.9667335,0.996429,0.9956345
