"","5","10","20","30"
"MDS",0.229469171878554,0.103417379383278,0.0674717748378512,0.0748231159358793
"H1",0.0144041947191063,0.0126010259047677,0.0129928243258341,0.0129736458160293
"H2",0.0183902512488814,0.00583619736691512,0.00227852638883453,0.00186593075057307
