"","5","10","20","30"
"MDS",0.0999731272126277,0.041351285188243,0.0204149513727074,0.0170101875799764
"H1",0.0144356761913013,0.00429036218638206,0.00323880887273386,0.00318924966701
"H2",0.0232782121235616,0.00386718958190581,0.000598537150695828,0.00022855440348514
