"","5","10","20","30"
"MDS",0.103200927495416,0.0404670549640326,0.0287676455765796,0.0273944414816016
"H1",0.0141256426320369,0.00496037401124736,0.00417597652733048,0.00413193685332926
"H2",0.0219751794899243,0.00323827418411795,0.000506167901615561,0.000202987522343998
