"","5","10","20","30"
"MDS",0.0830427192362658,0.0584152476793479,0.0201108781501483,0.0210079171641627
"H1",0.0144460905359742,0.00443536748516407,0.00318858061754867,0.0031309126413218
"H2",0.0227705819475621,0.00380772450510953,0.00056844474508004,0.000213585010299415
